recip,ing_group,meth_group
Pea mousse,"[{""ing_group"":""120ml double cream""},{""ing_group"":""120ml milk""},{""ing_group"":""3 ⅓ sheets gelatine (the sheets are easy to snap into thirds)""},{""ing_group"":""5 egg yolks (freeze the whites for meringues)""},{""ing_group"":""15g golden caster sugar""},{""ing_group"":""pinch salt""},{""ing_group"":""200g white chocolate , chopped""},{""ing_group"":""60g butter , chopped""},{""ing_group"":""200g frozen petits pois , defrosted""},{""ing_group"":""pea shoots and edible flowers, to decorate""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the cream and milk in a pan and heat slowly until almost boiling. Soak the gelatine in cold water until floppy.""},{""meth_group"":""STEP 2""},{""meth_group"":""Put the egg yolks in a bowl with the sugar and whisk together with the salt. Pour the milk mixture over the yolks, then pour the lot back into the pan (give it a wipe first to clean the bottom) and stir the mixture over a low heat until it starts to thicken and make a thin custard. Keep stirring and don’t turn the heat up too high or the eggs might start to cook into clumps.""},{""meth_group"":""STEP 3""},{""meth_group"":""Turn off the heat and stir in the gelatine, chocolate and butter then, once incorporated, stir in the peas. Whizz in a blender until it is as fine as you can get it, then pour it through a sieve into a jug. Either chill in a box or divide the mixture between glasses and chill them. If you’ve chilled the mixture in a box, spoon or pipe it into glasses to serve and decorate with pea shoots and flowers.""}]"
Mashed cannellini beans with wilted greens & fried artichokes,"[{""ing_group"":""4 tbsp olive oil""},{""ing_group"":""1 garlic clove , crushed""},{""ing_group"":""2 thyme sprigs""},{""ing_group"":""pinch of red chilli flakes""},{""ing_group"":""400g can cannellini beans , drained, 1 tbsp of can water reserved""},{""ing_group"":""1 lemon , zested and juiced, plus wedges to serve""},{""ing_group"":""200g mixed seasonal greens (I used spinach, watercress, sorrel and rocket)""},{""ing_group"":""2 tbsp semolina flour""},{""ing_group"":""100g cooked artichoke hearts , in oil""},{""ing_group"":""few rosemary sprigs , finely chopped (optional)""},{""ing_group"":""parmesan or vegetarian alternative, to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Warm 1 tbsp olive oil in a saucepan over a medium heat. Add the garlic, thyme, a pinch of salt and the chilli flakes, and cook for 1 min or so. Tip in the beans, then add a slosh of their water and the juice of 1/2 a lemon. Cook for a few mins, crushing them with a fork or the back of a wooden spoon. Remove from the heat and discard the springs of thyme. Keep warm.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat a little olive oil in a non-stick frying pan with a lid. Add the greens and a pinch of salt, then put the lid on to wilt and steam the greens for a few mins until softened. Season and add some of the lemon juice, and tip into a bowl. Keep warm.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat 2 tbsp olive oil in the frying pan you used for the greens. Put the semolina flour in a bowl and season. Drain the artichokes and pat them dry with kitchen paper. Dip each one in the flour and put in the pan to shallow fry, turning halfway through, until crisp and golden, around 3-5 mins. Spoon the cannellini beans onto a plate and top with the wilted greens and artichokes. Garnish with lemon zest, rosemary, grated parmesan and extra lemon wedges on the side.""}]"
Mint & basil griddled peach salad,"[{""ing_group"":""1 lime , zested and juiced""},{""ing_group"":""1 tbsp rapeseed oil""},{""ing_group"":""2 tbsp finely chopped mint , plus a few whole leaves to serve""},{""ing_group"":""2 tbsp basil , chopped""},{""ing_group"":""2 peaches (300g), quartered""},{""ing_group"":""75g quinoa""},{""ing_group"":""160g fine beans , trimmed and halved""},{""ing_group"":""1 small red onion , very finely chopped""},{""ing_group"":""1 large Little Gem lettuce (165g), roughly chopped""},{""ing_group"":""½ x 60g pack rocket""},{""ing_group"":""1 small avocado , stoned and sliced""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Mix the lime zest and juice, oil, mint and basil, then put half in a bowl with the peaches. Meanwhile, cook the quinoa following pack instructions.""},{""meth_group"":""STEP 2""},{""meth_group"":""Cook the beans for 3-4 mins until just tender. Meanwhile, griddle the peaches for 1 min on each side. If you don’t have a griddle pan, use a large non-stick frying pan with a drop of oil.""},{""meth_group"":""STEP 3""},{""meth_group"":""Drain the quinoa and divide between shallow bowls. Toss the warm beans and onion in the remaining mint mixture and pile on top of the quinoa with the lettuce and rocket. Top with the avocado and peaches and scatter over the mint leaves. Serve while still warm.""}]"
Summer fruit & mascarpone tart,"[{""ing_group"":""2 x 320g ready-rolled all-butter puff pastry""},{""ing_group"":""100g icing sugar""},{""ing_group"":""750g tub mascarpone""},{""ing_group"":""600ml double cream""},{""ing_group"":""2 tsp vanilla extract""},{""ing_group"":""200g raspberries , a few halved""},{""ing_group"":""200g blackberries , a few halved""},{""ing_group"":""1 large mango , peeled and thinly sliced""},{""ing_group"":""6 nectarines or peaches, or a mixture, sliced""},{""ing_group"":""4 passion fruits (look for ones with crinkly skin, this means they’re ripe), halved, seeds and pulp scooped out""},{""ing_group"":""handful small mint leaves""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Unroll 1 pastry sheet, but leave it on the parchment. Place it on a baking tray, dust with 2 tbsp icing sugar, then cover with another sheet of parchment and another baking tray. Pour baking beans into the tray to weigh it down, or use empty cans. Bake for 30 mins, then check if the pastry is golden all over. If not, return for another 5 mins or so. Repeat with the other pastry sheet (or cook both together if you have enough trays). Once out of the oven, trim the edges with a large, sharp knife. Leave to cool.""},{""meth_group"":""STEP 2""},{""meth_group"":""Softly whip the mascarpone, cream, vanilla and remaining icing sugar, then transfer half to a disposable piping bag fitted with a 1.5cm round nozzle (or just snip off the corner). Pipe blobs of the mascarpone cream over the surface of one piece of pastry, right up to the edges. Top with half the fruit and dust with a little icing sugar.""},{""meth_group"":""STEP 3""},{""meth_group"":""Top with the second piece of pastry, more mascarpone cream (refilling the bag when you need to), the remaining fruit, a dusting of icing sugar and, finally, some mint leaves. Use a serrated knife to cut through the layers without squashing the whole tart. Best served within an hour or two, but leftovers will keep for up to two days in the fridge.""}]"
Griddled halloumi with watermelon & caper breadcrumbs,"[{""ing_group"":""750g watermelon""},{""ing_group"":""2 small shallots , very finely sliced""},{""ing_group"":""100ml extra virgin olive oil , plus extra for brushing and to serve""},{""ing_group"":""4 tsp white balsamic vinegar""},{""ing_group"":""300g halloumi , sliced""},{""ing_group"":""good squeeze of lemon juice""},{""ing_group"":""75g slightly stale country bread , crusts removed, blitzed into coarse breadcrumbs""},{""ing_group"":""1-2 cloves garlic , finely chopped""},{""ing_group"":""½ medium red chilli , halved, deseeded and chopped""},{""ing_group"":""2½ tbsp capers , rinsed""},{""ing_group"":""50g blanched almonds , toasted and chopped""},{""ing_group"":""small bunch of mint , leaves picked, half of them torn""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the watermelon into either cubes or slices and transfer to a bowl with the shallots. Add 4 tbsp extra virgin olive oil and the balsamic, then season with fresh black pepper. Cover and put in the fridge for about 15-20 mins.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the remaining oil in a frying pan. Fry the breadcrumbs until turning gold. Add the garlic, chilli and capers and cook for another minute, then toss in the almonds. Remove from the heat, add the torn mint (it will wilt a little), then taste – it will be quite salty, but the watermelon won’t be, so you’ll get a good contrast.""},{""meth_group"":""STEP 3""},{""meth_group"":""Brush the halloumi with a little oil and heat a griddle pan. Griddle the cheese on both sides until just starting to melt but still holding its shape, with nice golden griddle marks. Toss the cold watermelon and shallots with the rest of the mint leaves and some salt. Divide between four plates, or pile onto a platter. Put the hot halloumi on top. Squeeze over some lemon juice and top with some of the breadcrumb and caper mix. Serve immediately.""}]"
Cauliflower steaks with roasted red pepper & olive salsa,"[{""ing_group"":""1 cauliflower""},{""ing_group"":""½ tsp smoked paprika""},{""ing_group"":""2 tbsp olive oil""},{""ing_group"":""1 roasted red pepper""},{""ing_group"":""4 black olives, pitted""},{""ing_group"":""small handful parsley""},{""ing_group"":""1 tsp capers""},{""ing_group"":""½ tbsp red wine vinegar""},{""ing_group"":""2 tbsp toasted flaked almonds""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 220C/200C fan/gas 7 and line a baking tray with baking parchment. Slice the cauliflower into two 1-inch steaks – use the middle part as it’s larger, and save the rest for another time. Rub the paprika and ½ tbsp oil over the steaks and season. Put on the tray and roast for 15-20 mins until cooked through.""},{""meth_group"":""STEP 2""},{""meth_group"":""Meanwhile, make the salsa. Chop the pepper, olives, parsley and capers, and put into a bowl and mix with the remaining oil and vinegar. Season to taste. When the steaks are cooked, spoon over the salsa and top with flaked almonds to serve.""}]"
One-pan nachos with black beans,"[{""ing_group"":""175g yellow or blue tortilla chips""},{""ing_group"":""200g fresh tomato salsa""},{""ing_group"":""150g medium cheddar , grated""},{""ing_group"":""1 red pepper , quartered, cored and finely chopped""},{""ing_group"":""400g can black beans , drained""},{""ing_group"":""1 avocado , diced""},{""ing_group"":""soured cream , to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Arrange the tortilla chips over two-thirds of the tray, spoon most of the salsa on top and scatter over half of the cheese.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mix the remaining salsa with the red pepper and beans, and tip onto the empty third of the tray. Scatter over the rest of the cheese. Bake for 10-15 mins or until the cheese has melted. Scatter the avocado over the beans and add dollops of the soured cream to serve.""}]"
Roast side of salmon with chermoula,"[{""ing_group"":""850g side of salmon""},{""ing_group"":""3 tbsp olive oil""},{""ing_group"":""1 tsp coriander seeds""},{""ing_group"":""1 tsp cumin seeds""},{""ing_group"":""½ small pack mint , leaves picked""},{""ing_group"":""½ small pack coriander""},{""ing_group"":""small handful tarragon""},{""ing_group"":""1 lemon , zested and juiced""},{""ing_group"":""1 fat garlic clove""},{""ing_group"":""½ tsp chilli flakes""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Line the bottom of a roasting tin that’s large enough to fit the salmon in with baking parchment. Brush ½ tbsp oil over the skin and season all over. Place skin-side down in the tin and roast for 15-20 mins until the salmon is just cooked through.""},{""meth_group"":""STEP 2""},{""meth_group"":""Meanwhile, toast the coriander and cumin seeds in a dry frying pan. Tip into a blender and add all the remaining ingredients. Blitz to a smooth green sauce, adding enough water to get a drizzling consistency. Season to taste. The chermoula can be made in the morning and kept chilled in the fridge. Put the salmon on a serving platter and drizzle over a little chermoula, with the rest on the side to serve.""}]"
One-pan nachos with black beans,"[{""ing_group"":""175g yellow or blue tortilla chips""},{""ing_group"":""200g fresh tomato salsa""},{""ing_group"":""150g medium cheddar , grated""},{""ing_group"":""1 red pepper , quartered, cored and finely chopped""},{""ing_group"":""400g can black beans , drained""},{""ing_group"":""1 avocado , diced""},{""ing_group"":""soured cream , to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Arrange the tortilla chips over two-thirds of the tray, spoon most of the salsa on top and scatter over half of the cheese.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mix the remaining salsa with the red pepper and beans, and tip onto the empty third of the tray. Scatter over the rest of the cheese. Bake for 10-15 mins or until the cheese has melted. Scatter the avocado over the beans and add dollops of the soured cream to serve.""}]"
Roasted vegetables,"[{""ing_group"":""3 tbsp olive oil""},{""ing_group"":""1 aubergine, cut into chunks""},{""ing_group"":""2 mixed coloured peppers, such as orange and red, cut into chunks""},{""ing_group"":""1 red onion, cut into wedges""},{""ing_group"":""2 courgettes, cut into chunks""},{""ing_group"":""4 garlic cloves, smashed""},{""ing_group"":""3 sprigs of thyme""},{""ing_group"":""200g cherry tomatoes""},{""ing_group"":""handful of basil leaves""},{""ing_group"":""zest of 1 lemon""},{""ing_group"":""50g feta, crumbled""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat the oven to 200C/180C Fan/gas 6. Mix the oil with the aubergine, peppers, red onion, courgette, garlic and thyme in a bowl with sea salt and black pepper. Tip into a large roasting tin then roast for 30 mins. Add the tomatoes to the pan and return to the oven for 10 mins.""},{""meth_group"":""STEP 2""},{""meth_group"":""Squeeze the garlic from their skins, remove the thyme then scatter over the basil, lemon zest and crumbled feta.""}]"
